Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Month
702,21-May-23,CUST702,Female,60,Clothing,2,300,600,Jul
272,25-02-2023,CUST272,Female,-12,Electronics,2,50,100,Feb
132,10-09-2023,CUST132,Male,42,Electronics,4,-10,200,Sep
479,24-08-2023,CUST479,Male,52,Electronics,4,300,1200,Aug
753,28-02-2023,CUST753,Female,32,Clothing,1,30,30,Feb
836,19-04-2023,CUST836,Female,22,Clothing,1,50,50,Apr
114,22-07-2023,CUST114,,22,Beauty,4,25,100,Jul
393,11-10-2023,CUST393,Female,22,Beauty,2,500,1000,Oct
981,19-08-2023,CUST981,Female,30,Electronics,2,30,60,Aug
610,03-01-2023,CUST610,Female,26,Beauty,2,300,600,Jan
270,26-07-2023,CUST270,Male,43,Electronics,1,300,300,Jul
466,20-06-2023,CUST466,Male,63,Electronics,4,25,100,Jun
861,17-02-2023,CUST861,Female,41,Clothing,3,30,90,Feb
125,08-08-2023,CUST125,Male,48,Clothing,2,50,100,Aug
172,17-09-2023,CUST172,Male,32,Beauty,2,25,50,Sep
581,21-11-2023,CUST581,Female,48,Beauty,2,30,60,Nov
4,21-05-2023,CUST004,Male,37,Clothing,1,500,500,May
391,05-01-2023,CUST391,Male,19,Beauty,2,25,50,Jan
908,29-12-2023,CUST908,,46,Beauty,4,300,1200,Dec
603,16-07-2023,CUST603,Female,40,Clothing,3,30,90,Jul
453,08-12-2023,CUST453,Female,26,Clothing,2,500,1000,Dec
811,19-05-2023,CUST811,Male,61,clothng,2,25,50,May
519,23-01-2023,CUST519,Female,36,Electronics,4,30,120,Jan
477,24-04-2023,CUST477,Male,43,Clothing,4,30,120,Apr
21,14-01-2023,  CUST021  ,Female,50,Beauty,1,500,500,Jan
740,05-02-2023,CUST740,,25,Beauty,4,50,200,Feb
23,12-04-2023,CUST023,Female,35,,4,30,120,Apr
155,17-05-2023,CUST155,Male,31,Electronics,4,,2000,May
933,03-02-2023,CUST933,Male,22,Beauty,1,30,30,Feb
51,02-10-2023,CUST051,Male,27,Beauty,3,25,75,Oct
938,19-11-2023,CUST938,Male,49,Clothing,4,50,200,Nov
75,06-07-2023,CUST075,Male,61,Beauty,4,50,200,Jul
421,02-01-2023,CUST421,Female,37,Clothing,3,,1500,Jan
373,03-10-2023,CUST373,Female,25,Beauty,2,300,600,Oct
743,16-01-2023,CUST743,Female,,Beauty,4,500,2000,Jan
226,29-10-2023,CUST226,Female,61,Clothing,1,50,50,Oct
994,18-12-2023,CUST994,Female,51,Beauty,2,500,1000,Dec
439,09-07-2023,CUST439,Male,50,Clothing,3,25,75,Jul
679,11-01-2023,CUST679,Female,18,Beauty,3,30,90,Jan
225,11-01-2023,CUST225,Female,,Beauty,4,25,100,Jan
556,04-06-2023,CUST556,Female,18,Electronics,1,50,50,Jun
468,09-12-2023,CUST468,Male,40,Electronics,1,25,25,Dec
549,04-08-2023,CUST549,Female,50,Beauty,2,50,100,Aug
457,28-07-2023,CUST457,Female,58,Beauty,3,300,900,Jul
288,26-01-2023,CUST288,Male,28,Clothing,4,30,120,Jan
858,09-09-2023,CUST858,Male,23,Electronics,2,50,100,Sep
701,14-12-2023,CUST701,Female,52,Beauty,2,30,60,Dec
273,08-05-2023,CUST273,Female,22,Beauty,1,50,50,May
87,22-11-2023,CUST087,Female,28,Beauty,2,50,100,Nov
613,23-04-2023,CUST613,Female,52,Clothing,3,30,90,Apr
153,16-12-2023,CUST153,Male,63,Electronics,2,500,1000,Dec
676,19-07-2023,CUST676,Male,,Electronics,3,500,1500,Jul
108,19-04-2023,CUST108,Female,27,Beauty,3,25,75,Apr
571,12-12-2023,CUST571,Female,41,Electronics,1,50,50,Dec
302,14-07-2023,CUST302,Male,57,Beauty,2,300,600,Jul
654,21-06-2023,CUST654,,42,Clothing,3,25,75,Jun
308,13.01.2023,CUST308,Female,34,Beauty,4,300,1200,Aug
636,23-03-2023,CUST636,Female,21,Beauty,3,,1500,Mar
110,11-06-2023,CUST110,Male,27,Clothing,3,300,900,Jun
276,02-10-2023,CUST276,Female,21,Beauty,4,25,100,Oct
566,02-12-2023,CUST566,Female,64,Clothing,1,30,30,Dec
698,19-07-2023,CUST698,Female,64,Electronics,1,300,300,Jul
946,08-05-2023,CUST946,Male,,Electronics,4,500,2000,May
999,05-12-2023,CUST999,Female,36,Electronics,3,50,150,Dec
724,19-04-2023,CUST724,Male,61,Clothing,3,50,150,Apr
671,27-08-2023,CUST671,Male,62,Electronics,3,50,150,Aug
727,22-06-2023,CUST727,Male,55,Beauty,3,300,900,jan
137,18-11-2023,CUST137,Male,46,Beauty,2,500,1000,Nov
168,24-02-2023,CUST168,Male,53,Clothing,1,300,300,Feb
683,04-01-2023,CUST683,Male,38,Beauty,2,500,1000,Jan
494,18-09-2023,CUST494,Female,42,Beauty,4,50,200,Sep
384,13-08-2023,CUST384,Male,55,Clothing,1,500,500,Aug
419,22-05-2023,CUST419,Female,44,Clothing,3,30,90,May
254,28-07-2023,CUST254,Male,-99,Electronics,1,500,500,Jul
47,06-11-2023,CUST047,Female,40,Beauty,3,500,1500,Nov
579,21-09-2023,CUST579,Female,38,Electronics,1,30,,Sep
657,11-02-2023,CUST657,Male,40,Clothing,1,25,,Feb
127,24-07-2023,CUST127,Female,33,Clothing,2,25,50,Jul
686,19-07-2023,CUST686,Female,28,Electronics,4,50,200,Jul
988,28-05-2023,CUST988,Female,63,Clothing,3,25,75,May
964,31-01-2023,CUST964,Male,24,Clothing,3,300,900,Jan
655,13-06-2023,CUST655,Female,55,Clothing,1,500,500,Jun
650,01-01-2024,CUST650,Male,55,Electronics,1,30,30,Jan
677,27-10-2023,CUST677,Female,19,Beauty,3,500,1500,Oct
144,15-07-2023,CUST144,Female,59,Beauty,3,500,1500,Jul
184,10-01-2023,CUST184,Male,31,Electronics,4,50,200,Jan
983,01-11-2023,CUST983,Female,29,Clothing,1,300,300,Nov
575,28-03-2023,CUST575,Male,60,Clothing,2,50,100,Mar
678,23-12-2023,CUST678,Female,60,Electronics,3,300,900,Dec
667,01-08-2023,CUST667,Female,29,Electronics,1,500,500,Aug
633,07-08-2023,CUST633,Male,39,Beauty,4,30,120,Aug
209,20-12-2023,CUST209,Female,30,Electronics,4,50,200,Dec
320,01-02-2023,CUST320,Female,28,Electronics,4,300,1200,Feb
412,16-09-2023,CUST412,Female,,Electronics,4,500,2000,Sep
463,31-07-2023,CUST463,Female,54,,3,500,1500,Jul
789,30-09-2023,CUST789,Female,61,Clothing,4,500,2000,Sep
589,12-04-2023,CUST589,Female,36,Beauty,2,,1000,Apr
917,06-03-2023,CUST917,Female,57,Electronics,4,50,200,Mar
620,08-05-2023,CUST620,Male,63,Electronics,3,25,75,May
460,02-05-2023,CUST460,Male,40,Beauty,1,50,50,May
942,18-03-2023,CUST942,F,51,Clothing,3,500,1500,Mar
301,26-03-2023,CUST301,Male,30,Clothing,4,30,120,Mar
966,20-02-2023,CUST966,Male,60,Electronics,2,500,1000,Feb
520,29-12-2023,CUST520,Female,49,Electronics,4,25,100,Dec
422,20-06-2023,CUST422,Female,28,Clothing,3,30,90,Jun
544,23-12-2023,CUST544,Female,27,Electronics,1,25,25,Dec
838,13-05-2023,CUST838,Male,47,Electronics,2,300,600,May
911,21-05-2023,CUST911,Male,42,Electronics,3,300,900,May
139,15-12-2023,CUST139,Male,36,Beauty,4,500,2000,Dec
64,24-01-2023,CUST064,Male,49,Clothing,4,25,100,Jan
101,29-01-2023,CUST101,Male,32,Clothing,2,300,600,Jan
759,08-07-2023,CUST759,Male,49,Electronics,2,50,100,Jul
849,04-05-2023,CUST849,Male,32,,2,25,50,May
49,23-01-2023,CUST049,Female,54,Electronics,2,500,1000,Jan
867,06-06-2023,CUST867,Male,21,Electronics,1,500,500,Jun
220,03-03-2023,CUST220,Male,64,Beauty,1,500,500,Mar
130,12-03-2023,CUST130,Female,57,Clothing,1,500,500,Mar
954,25-09-2023,CUST954,Female,50,Electronics,3,300,900,Sep
834,04-04-2023,CUST834,Female,56,Beauty,2,30,60,Apr
268,20-02-2023,CUST268,M,28,Electronics,1,30,30,Feb
58,13-11-2023,CUST058,Male,18,Clothing,4,300,1200,Nov
881,19-05-2023,CUST881,Male,22,Electronics,1,300,300,May
731,10-05-2023,CUST731,Male,54,Clothing,4,500,2000,May
523,24-09-2023,  CUST523  ,Female,62,Electronics,1,300,300,Sep
3,13-01-2023,CUST003,Male,50,Electronics,1,,30,Jan
782,04-06-2023,CUST782,Male,59,Clothing,3,300,900,Jun
567,14-06-2023,CUST567,Female,25,Clothing,3,300,900,Jun
178,13.01.2023,CUST178,Male,40,Clothing,2,30,60,Oct
628,01-11-2023,CUST628,Female,19,Beauty,4,50,200,Nov
916,24-12-2023,CUST916,Female,32,Electronics,1,50,50,Dec
781,23-12-2023,CUST781,Male,,Beauty,1,500,500,Dec
682,02-09-2023,CUST682,Male,46,Beauty,4,300,1200,Sep
748,2023.08.19,CUST748,Male,25,Clothing,3,50,150,Mar
853,04-05-2023,CUST853,Male,21,Beauty,2,500,1000,May
438,19-01-2023,CUST438,Female,42,Clothing,1,30,30,Jan
462,01-04-2023,CUST462,Male,63,Electronics,4,300,1200,Apr
192,10-02-2023,CUST192,Male,62,Beauty,2,50,100,Feb
260,01-07-2023,CUST260,Male,28,Beauty,2,30,60,Jul
616,23-09-2023,CUST616,Male,41,Clothing,2,50,100,Sep
85,06-02-2023,CUST085,Male,31,Clothing,3,50,150,Feb
500,01-03-2023,CUST500,Female,60,Beauty,4,25,100,Mar
367,05-01-2023,CUST367,female,,Electronics,1,50,50,Jan
436,18-03-2023,CUST436,Female,57,Clothing,4,30,120,Mar
631,10-11-2023,CUST631,Male,56,Electronics,3,30,90,Nov
639,13-05-2023,CUST639,Female,62,Beauty,4,50,200,May
387,07-Oct-23,CUST387,Male,44,Beauty,1,30,30,Jun
827,09-11-2023,CUST827,Male,61,Beauty,3,300,900,Nov
870,08-07-2023,CUST870,Female,46,Electronics,4,30,120,Jul
553,31-03-2023,CUST553,Male,24,Clothing,4,300,1200,Mar
557,27-07-2023,CUST557,Female,20,Beauty,3,30,90,Jul
516,23-10-2023,CUST516,Male,30,Beauty,4,25,100,Oct
293,02-05-2023,CUST293,Male,,Electronics,3,30,90,May
584,17-02-2023,CUST584,Female,27,Beauty,4,50,200,Feb
442,17-03-2023,CUST442,Female,60,Clothing,4,25,100,Mar
501,14-05-2023,CUST501,Male,39,Electronics,2,30,60,May
65,05-12-2023,CUST065,Male,51,Electronics,4,500,2000,Dec
133,16-02-2023,CUST133,Male,20,Electronics,3,300,900,Feb
804,24-08-2023,CUST804,Male,42,Electronics,1,30,30,Aug
475,15-06-2023,CUST475,Male,26,Clothing,3,25,75,nov
688,03-10-2023,CUST688,Male,56,Clothing,4,25,100,Oct
82,26-12-2023,CUST082,Female,32,Beauty,4,50,200,Dec
267,27-11-2023,CUST267,Female,32,Beauty,3,30,90,Nov
496,14-12-2023,CUST496,Male,23,Clothing,2,300,600,Dec
116,23-08-2023,CUST116,Female,23,Clothing,1,30,30,Aug
583,21-06-2023,CUST583,Female,24,Electronics,4,25,100,Jun
173,08-11-2023,CUST173,Male,64,Electronics,4,30,120,Nov
624,26-08-2023,CUST624,Female,34,Beauty,3,300,900,Aug
980,29-07-2023,CUST980,Female,31,Electrnics,3,25,75,Jul
371,21-02-2023,CUST371,Female,20,Beauty,1,25,25,Feb
306,21-08-2023,CUST306,Male,54,Electronics,1,50,50,Aug
452,08-05-2023,CUST452,Female,48,Clothing,3,500,1500,May
723,17-06-2023,CUST723,Female,54,Beauty,4,50,200,Jun
379,05-02-2023,CUST379,Female,47,Clothing,1,25,25,Feb
300,31-01-2023,CUST300,Female,19,Electronics,4,50,200,Jan
694,20-05-2023,CUST694,Female,,Electronics,2,25,50,May
559,27-02-2023,CUST559,Female,40,Clothing,4,300,1200,Jan
344,21-01-2023,CUST344,Female,42,Beauty,1,30,30,Jan
482,27-04-2023,CUST482,Female,28,Clothing,4,300,1200,Apr
703,26-03-2023,CUST703,Male,34,Electronics,2,50,100,Mar
7,13-03-2023,CUST007,Male,46,BEAUTY,2,25,50,Mar
246,20-04-2023,CUST246,Female,48,Electronics,2,25,50,Apr
577,13-02-2023,CUST577,Male,21,Beauty,4,500,2000,Feb
406,24-11-2023,CUST406,Female,,Beauty,4,25,100,DEC
289,30-11-2023,CUST289,Male,53,Electronics,2,30,60,Nov
41,22-02-2023,CUST041,Male,34,Clothing,2,25,50,Feb
712,06-12-2023,CUST712,Female,57,Beauty,2,25,50,Dec
965,09-11-2023,CUST965,Male,22,Clothing,4,50,200,Nov
760,27-03-2023,CUST760,Male,27,,1,500,500,Mar
736,27-01-2023,CUST736,Male,29,Clothing,4,25,100,Jan
18,30-04-2023,CUST018,Female,47,Electronics,2,25,50,Apr
214,10-12-2023,CUST214,Male,20,Beauty,2,30,60,Dec
700,09-12-2023,CUST700,Male,36,clothng,4,500,2000,Dec
661,16-07-2023,CUST661,Female,44,Clothing,4,25,100,Jul
606,05-05-2023,CUST606,Male,-1,Electronics,1,50,50,May
284,08-02-2023,CUST284,Male,43,Clothing,4,50,200,Feb
554,12-11-2023,CUST554,Female,46,Beauty,3,50,150,Nov
378,28-06-2023,CUST378,Male,50,Beauty,1,300,300,Jun
843,22-05-2023,CUST843,Male,,CLOTHING,3,500,,May
216,11-07-2023,CUST216,Male,62,Electronics,2,,100,Jul
899,25-05-2023,CUST899,Male,26,Clothing,2,300,600,May
818,18-05-2023,CUST818,Male,30,,1,500,500,May
408,15-04-2023,CUST408,Female,64,Beauty,1,500,500,Apr
19,16-09-2023,CUST019,Female,62,Clothing,2,25,50,Sep
263,28-08-2023,CUST263,Male,23,Beauty,2,30,60,Aug
924,29-08-2023,CUST924,Male,55,Beauty,2,,100,Aug
684,30-06-2023,CUST684,Female,28,Clothing,2,500,1000,Jun
33,23-03-2023,CUST033,Female,50,Electronics,2,50,100,Mar
54,10-02-2023,CUST054,Female,38,Electronics,3,500,1500,Feb
792,09-07-2023,CUST792,Female,20,Beauty,1,50,50,Jul
215,29-11-2023,CUST215,Male,58,Clothing,3,500,1500,Nov
757,25-12-2023,CUST757,Female,43,electronics,4,300,1200,
798,04-08-2023,CUST798,Male,61,Clothing,1,50,50,jan
572,20-04-2023,CUST572,Male,31,Clothing,4,500,2000,Apr
426,24-03-2023,CUST426,female,23,Electronics,3,50,150,Mar
997,17-11-2023,CUST997,Male,52,Beauty,3,30,90,Nov
79,18-04-2023,  CUST079  ,Male,34,Beauty,1,300,300,Apr
295,28-07-2023,CUST295,,27,Beauty,3,300,900,Jul
598,01-08-2023,CUST598,Male,37,Beauty,4,30,120,Aug
43,14-07-2023,CUST043,Female,48,Clothing,1,,300,Jul
351,25-09-2023,CUST351,Female,,Clothing,3,30,90,Sep
16,17-02-2023,CUST016,Male,,Clothing,3,500,1500,Feb
561,27-05-2023,CUST561,F,64,Clothing,4,500,2000,May
28,23-04-2023,CUST028,Female,43,Beauty,1,500,500,Apr
374,20-04-2023,CUST374,Female,59,Beauty,3,25,75,Apr
545,01-06-2023,CUST545,Male,27,Clothing,2,25,50,Jun
603,16-07-2023,CUST603,Female,40,Clothing,3,30,90,Jul
417,21-11-2023,CUST417,Male,43,Electronics,3,300,900,Nov
26,07-10-2023,CUST026,Female,28,Electronics,2,500,1000,Oct
237,04-02-2023,CUST237,Female,50,Beauty,2,500,1000,Feb
953,26-04-2023,CUST953,Male,45,Beauty,3,30,90,Apr
31,23-05-2023,CUST031,Male,44,Electronics,4,300,1200,May
481,06-06-2023,CUST481,Female,43,Electronics,4,300,1200,Jun
817,31-10-2023,CUST817,Male,30,,4,50,200,
296,06-09-2023,CUST296,Female,22,Clothing,4,300,1200,Sep
474,15-07-2023,CUST474,Female,26,Clothing,3,500,,Jul
830,22-06-2023,CUST830,Female,64,Clothing,3,50,150,Jun
513,19-09-2023,CUST513,MALE,24,Electronics,4,25,100,Sep
995,30-04-2023,CUST995,Female,41,Clothing,1,30,30,Apr
135,26-02-2023,CUST135,Male,20,Clothing,2,25,50,Feb
106,18-05-2023,CUST106,Female,,Clothing,1,50,50,May
8,22-02-2023,CUST008,Male,30,Electronics,4,,100,Feb
490,05-02-2023,CUST490,Male,34,Clothing,3,50,150,Feb
231,04-01-2023,CUST231,Female,23,Clothing,3,,150,Jan
126,26-10-2023,CUST126,Female,28,CLOTHING,3,30,90,Oct
333,05-02-2023,CUST333,Female,54,Electronics,4,300,1200,Feb
835,07-09-2023,CUST835,Male,37,Clothing,4,50,200,Sep
467,30-07-2023,CUST467,Female,53,Electronics,-5,50,150,Jul
795,28-11-2023,CUST795,Male,57,Electronics,1,300,300,Nov
400,24-02-2023,CUST400,Male,53,Clothing,4,50,200,Feb
725,07-Oct-23,CUST725,,61,Electronics,1,300,300,Aug
521,12-08-2023,CUST521,Female,47,Clothing,4,30,120,Aug
825,26-08-2023,CUST825,Female,,Beauty,1,25,25,Aug
594,01-09-2023,CUST594,Female,19,Electronics,2,300,600,Sep
951,02-11-2023,CUST951,Male,33,Beauty,2,50,100,Nov
370,16-10-2023,CUST370,Male,23,Electronics,2,30,60,Oct
888,03-03-2023,CUST888,Female,52,Electronics,4,25,100,Mar
200,01-09-2023,CUST200,Male,27,Beauty,3,50,150,Sep
120,07-05-2023,CUST120,Male,60,Beauty,1,50,50,
81,17-05-2023,CUST081,Male,40,Electronics,1,50,50,May
89,01-10-2023,CUST089,Female,55,Electronics,4,500,2000,Oct
851,08-09-2023,CUST851,Male,32,Electronics,2,25,50,Sep
212,09-06-2023,CUST212,Male,21,Clothing,3,500,1500,Jun
898,02-11-2023,CUST898,Female,42,Clothing,3,30,,Nov
369,15-11-2023,CUST369,Male,23,Electronics,3,500,1500,Nov
977,08-02-2023,CUST977,Female,35,Electronics,3,25,75,Feb
837,01-07-2023,CUST837,,18,Beauty,3,30,,Jul
665,20-04-2023,CUST665,Male,57,Clothing,1,50,50,Apr
309,23-12-2023,CUST309,,26,Beauty,-2,25,25,Dec
674,16-04-2023,CUST674,Female,38,Clothing,1,300,300,
259,09-08-2023,CUST259,,45,Clothing,4,50,200,Aug
864,27-07-2023,CUST864,Female,51,Electronics,1,500,500,Jul
102,28-04-2023,CUST102,Female,47,Beauty,2,25,50,Apr
687,03-08-2023,CUST687,Female,53,Electronics,1,300,300,Aug
746,11-01-2023,CUST746,Female,33,Clothing,3,30,90,Jan
562,18-04-2023,CUST562,Male,54,Electronics,2,25,50,Apr
318,24-10-2023,CUST318,Male,61,Clothing,1,25,25,Oct
927,24-06-2023,CUST927,Male,43,Electronics,4,500,2000,sept
637,01-09-2023,CUST637,Male,43,,2,300,600,Sep
805,29-12-2023,CUST805,Female,30,Beauty,3,500,1500,Dec
816,12-08-2023,CUST816,Male,47,Beauty,2,500,1000,Aug
857,31-12-2023,CUST857,MALE,60,Electronics,2,25,50,Dec
175,20-03-2023,CUST175,Female,31,Electronics,4,25,100,Mar
968,17-11-2023,CUST968,Female,48,Clothing,3,300,900,Nov
932,28-02-2023,CUST932,Female,45,Beauty,4,25,100,Feb
596,07-02-2023,CUST596,Female,64,Electronics,1,300,,Feb
819,15-06-2023,CUST819,Female,35,Beauty,-1,,100,Jun
767,24-10-2023,CUST767,Male,39,Beauty,3,25,75,Oct
626,29-09-2023,CUST626,Female,26,Clothing,4,500,2000,Sep
390,28-09-2023,CUST390,Male,39,Electronics,2,50,100,Sep
714,12-02-2023,CUST714,Female,18,Clothing,1,500,500,Feb
643,24-09-2023,CUST643,Female,28,,3,30,90,Sep
358,16-05-2023,CUST358,Female,32,Beauty,1,300,300,May
357,03-05-2023,CUST357,,40,Electronics,-5,25,75,May
186,05-07-2023,CUST186,Male,20,Clothing,4,50,200,Jul
681,14-07-2023,CUST681,Female,43,Electronics,2,30,60,Jul
814,05-09-2023,CUST814,Female,59,Clothing,1,500,500,Sep
647,21-05-2023,CUST647,Male,59,Clothing,3,500,1500,May
502,02-04-2023,CUST502,Male,43,Electronics,3,50,150,Apr
801,10-08-2023,CUST801,Male,21,Clothing,4,50,200,Aug
978,22-03-2023,CUST978,Female,53,Clothing,3,50,,Mar
841,02-11-2023,CUST841,Male,31,Electronics,4,25,100,Nov
901,10-04-2023,CUST901,Male,31,Electronics,1,30,30,Apr
376,16-05-2023,CUST376,Female,64,clothng,1,30,30,May
775,08-02-2023,CUST775,Female,46,Electronics,4,25,100,Feb
979,02-01-2023,CUST979,Female,19,Beauty,1,25,25,Jan
771,13-12-2023,CUST771,Male,24,Electronics,2,25,50,Dec
548,09-04-2023,CUST548,Female,51,Clothing,2,30,60,Apr
735,04-10-2023,CUST735,Female,64,Clothing,4,500,2000,AUG
527,11-04-2023,CUST527,Male,57,Clothing,2,25,50,Apr
768,14-01-2023,CUST768,Female,24,Beauty,3,25,75,Jan
136,20-03-2023,CUST136,Male,44,Electronics,2,300,600,Mar
660,29-04-2023,CUST660,Female,38,Beauty,2,500,1000,Apr
914,11-10-2023,CUST914,Female,59,ELEC,1,500,500,Oct
349,26-10-2023,CUST349,Female,57,Beauty,1,50,50,Oct
248,09-03-2023,CUST248,Male,26,Clothing,3,300,900,Mar
550,07-12-2023,  CUST550  ,Male,40,Clothing,3,300,900,Dec
747,15-11-2023,  CUST747  ,Male,23,Beauty,1,30,30,Nov
397,10-03-2023,CUST397,Female,30,Beauty,1,25,25,Mar
375,17-09-2023,CUST375,Male,32,Clothing,1,50,50,Sep
779,05-05-2023,CUST779,Female,150,Electronics,2,500,1000,May
563,09-08-2023,CUST563,Male,20,Clothing,2,30,60,Aug
699,22-06-2023,CUST699,Female,37,Clothing,4,30,120,Jun
823,19-08-2023,CUST823,Female,56,Electronics,2,50,100,Aug
649,09-02-2023,CUST649,Female,58,Clothing,2,300,600,Feb
398,16-05-2023,CUST398,Female,48,Clothing,2,300,600,
147,28-09-2023,CUST147,Male,23,Electronics,1,300,300,Sep
385,06-10-2023,CUST385,Male,50,Electronics,3,500,1500,Oct
842,26-12-2023,CUST842,Female,47,Clothing,2,300,600,Dec
604,11-09-2023,CUST604,Female,29,Electronics,4,50,200,Sep
327,29-09-2023,CUST327,Male,57,Electronics,3,50,,FEB
469,08-05-2023,CUST469,Male,18,Beauty,3,25,75,May
141,02-11-2023,CUST141,Female,22,Electronics,1,50,50,Nov
937,23-10-2023,CUST937,Female,62,Beauty,1,500,500,Oct
454,22-02-2023,CUST454,Female,46,Beauty,1,25,25,Feb
890,20-12-2023,CUST890,Male,34,Electronics,2,25,50,Dec
777,15-06-2023,CUST777,Male,48,Electronics,3,50,,Dec
991,26-12-2023,CUST991,Female,34,Clothing,2,50,100,Dec
27,03-08-2023,CUST027,Female,38,Beauty,2,25,50,Aug
156,25-11-2023,CUST156,Female,43,Clothing,4,25,100,Nov
924,29-08-2023,CUST924,Male,55,Beauty,2,50,100,Aug
921,07-01-2023,CUST921,Male,51,Electronics,3,25,75,Jan
685,02-06-2023,  CUST685  ,Male,57,Electronics,2,25,50,Jun
709,21-07-2023,CUST709,Female,19,Electronics,2,500,1000,Jul
